technique_id,name,is_subtechnique,platforms,detection_strategies,analytic_count,analytic_platforms,log_sources,data_components
T1115,Clipboard Data,No,Linux; Windows; macOS,DET0341,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Process Access | Process Creation
T1119,Automated Collection,No,IaaS; Linux; Office Suite; SaaS; Windows; macOS,DET0186,4,Linux; SaaS; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | azure:signinlogs | macos:unifiedlog,File Access | File Creation | Process Creation | Script Execution | User Account Authentication
T1120,Peripheral Device Discovery,No,Linux; Windows; macOS,DET0491,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:osquery | macos:osquery | macos:unifiedlog,Drive Access | File Access | Process Access | Process Creation
T1123,Audio Capture,No,Linux; Windows; macOS,DET0221,3,Linux; Windows; macOS,Apple TCC Logs | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | fs:fsusage | linux:Sysmon | macos:unifiedlog,File Access | File Creation | OS API Execution | Process Access | Process Creation
T1124,System Time Discovery,No,ESXi; Linux; Network Devices; Windows; macOS,DET0151,5,ESXi; Linux; Network Devices; Windows; macOS,EDR:Telemetry | WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:TaskScheduler | auditd:SYSCALL | esxi:hostd | esxi:shell | esxi:syslog | etw:Microsoft-Windows-Kernel-Process | linux:cron | linux:syslog | macos:unifiedlog | networkdevice:config | networkdevice:syslog,Command Execution | File Creation | File Modification | Module Load | OS API Execution | Process Access | Process Creation | Process Metadata | Scheduled Job Creation | Scheduled Job Metadata | User Account Authentication
T1125,Video Capture,No,Linux; Windows; macOS,DET0197,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Microsoft-Windows-Windows Camera Frame Server/Operational | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:osquery | linux:syslog | macos:endpointsecurity | macos:unifiedlog,Command Execution | File Access | File Creation | Module Load | Network Connection Creation | Network Traffic Content | OS API Execution | Process Creation | Process Metadata
T1127,Trusted Developer Utilities Proxy Execution,No,Windows,DET0172,1,Windows,WinEventLog:AppLocker | WinEventLog:Security | WinEventLog:Sysmon,File Creation | Module Load | Network Connection Creation | Process Creation | Process Metadata
T1127.001,MSBuild,Yes,Windows,DET0556,1,Windows,EDR:AMSI | WinEventLog:Microsoft-Windows-CodeIntegrity/Operational | WinEventLog:Security | WinEventLog:Sysmon,File Creation | Module Load | Network Connection Creation | Process Access | Process Creation | Process Metadata | Process Modification | Script Execution
T1127.002,ClickOnce,Yes,Windows,DET0191,1,Windows,WinEventLog:Microsoft-Windows-Security-Mitigations/KernelMode | WinEventLog:Security | WinEventLog:Sysmon,Module Load | Process Creation | Process Metadata
T1127.003,JamPlus,Yes,Windows,DET0585,1,Windows,WinEventLog:Microsoft-Windows-CodeIntegrity/Operational | WinEventLog:Security | WinEventLog:Sysmon,File Creation | Network Connection Creation | Process Creation | Process Metadata
T1129,Shared Modules,No,Linux; Windows; macOS,DET0018,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Microsoft-Windows-CodeIntegrity/Operational | WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | linux:syslog | macos:endpointsecurity | macos:unifiedlog,File Access | File Creation | Module Load | Network Connection Creation | Network Traffic Content | Process Creation | Process Metadata
T1132,Data Encoding,No,ESXi; Linux; Windows; macOS,DET0108,4,ESXi; Linux; Windows; macOS,ESXiLogs:authlog | NSM:Flow | WinEventLog:Sysmon | auditd:SYSCALL | esxi:shell | esxi:vmkernel | linux:syslog | macos:unifiedlog,Command Execution | Network Connection Creation | Network Traffic Content | Process Creation | User Account Authentication
T1132.001,Standard Encoding,Yes,ESXi; Linux; Windows; macOS,DET0124,4,ESXi; Linux; Windows; macOS,M365Defender:DeviceNetworkEvents | NSM:Flow | NSX:FlowLogs | PF:Logs | WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | esxi:hostd | esxi:shell | macos:unifiedlog,Application Log Content | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation | Script Execution
T1132.002,Non-Standard Encoding,Yes,ESXi; Linux; Windows; macOS,DET0326,4,ESXi; Linux; Windows; macOS,NSM:Flow | PF:Logs | WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | esxi:hostd | esxi:shell | m365:defender | macos:endpointsecurity,Application Log Content | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation | Script Execution
T1133,External Remote Services,No,Containers; Linux; Windows; macOS,DET0354,4,Containers; Linux; Windows; macOS,ApplicationLog:API | NSM:Connections | NSM:Flow | PF:Logs | WinEventLog:Application | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | kubernetes:audit | macos:unifiedlog,Application Log Content | Logon Session Metadata | Network Connection Creation | Network Traffic Flow | User Account Authentication
T1134,Access Token Manipulation,No,Windows,DET0283,1,Windows,ETW:Token | WinEventLog:Security | WinEventLog:Sysmon,Active Directory Object Modification | Logon Session Metadata | OS API Execution | Process Access | Process Creation
T1134.001,Token Impersonation/Theft,Yes,Windows,DET0482,1,Windows,ETW:Token | WinEventLog:Security | WinEventLog:Sysmon,OS API Execution | Process Access | Process Creation
T1134.002,Create Process with Token,Yes,Windows,DET0456,1,Windows,ETW:ProcThread | WinEventLog:Security | WinEventLog:Sysmon,Active Directory Object Modification | Logon Session Metadata | OS API Execution | Process Access | Process Creation
T1134.003,Make and Impersonate Token,Yes,Windows,DET0498,1,Windows,WinEventLog:Security | etw:Microsoft-Windows-Security-Auditing,Logon Session Metadata | OS API Execution | Process Creation
T1134.004,Parent PID Spoofing,Yes,Windows,DET0489,1,Windows,WinEventLog:Security | etw:Microsoft-Windows-Kernel-Process,OS API Execution | Process Creation | Process Metadata
T1134.005,SID-History Injection,Yes,Windows,DET0136,1,Windows,WinEventLog:Security | etw:Microsoft-Windows-Directory-Services-SAM,Active Directory Object Modification | OS API Execution | User Account Metadata
T1135,Network Share Discovery,No,Linux; Windows; macOS,DET0182,3,Linux; Windows; macOS,NSM:Firewall | NSM:Flow | WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | etw:Microsoft-Windows-RPC | macos:endpointsecurity | macos:unifiedlog,Command Execution | Named Pipe Metadata | Network Connection Creation | Network Traffic Flow | OS API Execution | Process Creation
T1136,Create Account,No,Containers; ESXi; IaaS; Identity Provider; Linux; Network Devices; Office Suite; SaaS; Windows; macOS,DET0583,5,IaaS; Identity Provider; Linux; Windows; macOS,AWS:CloudTrail | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | azure:audit | macos:unifiedlog,Command Execution | File Modification | Process Creation | User Account Creation | User Account Modification
T1136.001,Local Account,Yes,Containers; ESXi; Linux; Network Devices; Windows; macOS,DET0447,6,Containers; ESXi; Linux; Network Devices; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | ebpf:syscalls | esxi:vmkernel | macos:unifiedlog | networkdevice:syslog,Command Execution | File Modification | Process Creation | User Account Creation
T1136.002,Domain Account,Yes,Linux; Windows; macOS,DET0003,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Command Execution | Logon Session Creation | Process Creation | User Account Authentication | User Account Creation
T1136.003,Cloud Account,Yes,IaaS; Identity Provider; Office Suite; SaaS,DET0319,4,IaaS; Identity Provider; Office Suite; SaaS,AWS:CloudTrail | azure:audit | azure:signinlogs | m365:unified | saas:zoom,Group Modification | User Account Authentication | User Account Creation | User Account Modification
T1137,Office Application Startup,No,Office Suite; Windows,DET0398,2,Office Suite; Windows,WinEventLog:Application | WinEventLog:Sysmon | m365:mailboxaudit | m365:unified,Application Log Content | File Creation | Process Creation | User Account Modification | Windows Registry Key Modification
T1137.001,Office Template Macros,Yes,Office Suite; Windows,DET0519,2,Office Suite; Windows,WinEventLog:Microsoft-Office-Alerts | WinEventLog:Sysmon | m365:unified,Command Execution | File Creation | File Metadata | Process Creation | Windows Registry Key Modification
T1137.002,Office Test,Yes,Office Suite; Windows,DET0315,2,Office Suite; Windows,WinEventLog:Microsoft-Office-Alerts | WinEventLog:Sysmon | m365:office | m365:unified,Command Execution | File Creation | Module Load | Process Creation | Windows Registry Key Modification
T1137.003,Outlook Forms,Yes,Office Suite; Windows,DET0029,2,Office Suite; Windows,WinEventLog:Application | WinEventLog:PowerShell | WinEventLog:Sysmon | m365:messagetrace | m365:unified,Application Log Content | Command Execution | Module Load | Process Creation
T1137.004,Outlook Home Page,Yes,Office Suite; Windows,DET0177,2,Office Suite; Windows,WinEventLog:Application | WinEventLog:PowerShell | WinEventLog:Sysmon | m365:messagetrace | m365:unified,Application Log Content | Command Execution | Module Load | Process Creation
T1137.005,Outlook Rules,Yes,Office Suite; Windows,DET0095,2,Office Suite; Windows,WinEventLog:Application | WinEventLog:PowerShell | WinEventLog:Sysmon | m365:messagetrace | m365:unified,Application Log Content | Command Execution | Module Load | Process Creation
T1137.006,Add-ins,Yes,Office Suite; Windows,DET0050,2,Office Suite; Windows,WinEventLog:Application | WinEventLog:Microsoft-Office/OutlookAddinMonitor | WinEventLog:Sysmon,Application Log Content | Command Execution | File Creation | File Modification | Process Creation | Windows Registry Key Modification
T1140,Deobfuscate/Decode Files or Information,No,ESXi; Linux; Windows; macOS,DET0275,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Creation | Process Access | Process Creation
T1176,Software Extensions,No,Linux; Windows; macOS,DET0092,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | fs:fileevents | macos:unifiedlog,Command Execution | File Creation | Network Connection Creation | Network Traffic Flow | Process Creation | Windows Registry Key Modification
T1176.001,Browser Extensions,Yes,Linux; Windows; macOS,DET0044,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Access | File Creation | Network Connection Creation | Network Traffic Content | Process Creation | Windows Registry Key Modification
T1176.002,IDE Extensions,Yes,Linux; Windows; macOS,DET0561,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,File Creation | Network Connection Creation | Network Traffic Flow | Process Creation
T1185,Browser Session Hijacking,No,Windows,DET0507,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Logon Session Creation | Logon Session Metadata | Module Load | Network Connection Creation | Process Access | Process Modification | User Account Metadata
T1187,Forced Authentication,No,Windows,DET0022,1,Windows,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon,File Creation | File Modification | Network Traffic Content | Network Traffic Flow
T1189,Drive-by Compromise,No,Identity Provider; Linux; Windows; macOS,DET0176,4,Identity Provider; Linux; Windows; macOS,AWS:CloudTrail | NSM:Connections | NSM:Flow | WinEventLog:Application | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | azure:signinlogs | etw:Microsoft-Windows-Kernel-Process | linux:Sysmon | linux:syslog | m365:unified | macos:unifiedlog | saas:auth,Application Log Content | File Creation | Logon Session Creation | Network Connection Creation | Network Traffic Content | Process Creation | Process Modification | User Account Authentication | User Account Metadata
T1190,Exploit Public-Facing Application,No,Containers; ESXi; IaaS; Linux; Network Devices; Windows; macOS,DET0080,7,Containers; ESXi; IaaS; Linux; Network Devices; Windows; macOS,ALB:HTTPLogs | AWS:VPCFlowLogs | ApplicationLog:IIS | ApplicationLog:Ingress | ApplicationLog:WebServer | NSM:Flow | WinEventLog:Sysmon | auditd:SYSCALL | docker:events | esxi:hostd | macos:unifiedlog | networkdevice:controlplane,Application Log Content | Module Load | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1195,Supply Chain Compromise,No,Linux; SaaS; Windows; macOS,DET0537,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Microsoft-Windows-CodeIntegrity/Operational | WinEventLog:Sysmon | auditd:SYSCALL | journald:package | macos:endpointsecurity | macos:osquery | macos:unifiedlog,File Creation | File Metadata | File Modification | Module Load | Network Traffic Flow | Process Creation | Process Modification
T1195.001,Compromise Software Dependencies and Development Tools,Yes,Linux; Windows; macOS,DET0009,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Microsoft-Windows-CodeIntegrity/Operational | WinEventLog:Sysmon | auditd:SYSCALL | journald:package | macos:endpointsecurity | macos:unifiedlog,File Creation | File Metadata | Module Load | Network Traffic Flow | Process Creation | Process Modification | Windows Registry Key Modification
T1195.002,Compromise Software Supply Chain,Yes,Linux; Windows; macOS,DET0309,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Microsoft-Windows-CodeIntegrity/Operational | WinEventLog:Sysmon | auditd:SYSCALL | journald:package | macos:endpointsecurity | macos:unifiedlog,Driver Load | File Creation | File Metadata | Module Load | Network Connection Creation | Network Traffic Flow | Process Creation | Windows Registry Key Modification
T1195.003,Compromise Hardware Supply Chain,Yes,Linux; Windows; macOS,DET0368,3,Linux; Windows; macOS,WinEventLog:Microsoft-Windows-CodeIntegrity/Operational | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | fwupd:logs | macos:endpointsecurity | macos:unifiedlog,Driver Load | File Metadata | Host Status | Module Load | Process Access
T1197,BITS Jobs,No,Windows,DET0098,1,Windows,WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:System,Command Execution | Network Connection Creation | Process Creation | Service Creation
T1199,Trusted Relationship,No,IaaS; Identity Provider; Linux; Office Suite; SaaS; Windows; macOS,DET0488,7,IaaS; Identity Provider; Linux; Office Suite; SaaS; Windows; macOS,AWS:CloudTrail | NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | azure:audit | azure:signinlogs | gcp:audit | linux:syslog | m365:unified | macos:unifiedlog | saas:googleworkspace | saas:salesforce,Application Log Content | Logon Session Creation | Logon Session Metadata | Network Connection Creation | Network Traffic Content
T1200,Hardware Additions,No,Linux; Windows; macOS,DET0069,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:System | auditd:SYSCALL | linux:syslog | macos:unifiedlog | wineventlog:dhcp,Application Log Content | Drive Creation | Driver Load | File Creation | Module Load | Network Connection Creation | Network Traffic Flow | Process Creation
T1201,Password Policy Discovery,No,IaaS; Identity Provider; Linux; Network Devices; Office Suite; SaaS; Windows; macOS,DET0161,7,IaaS; Identity Provider; Linux; Network Devices; SaaS; Windows; macOS,AWS:CloudTrail | WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | azure:audit | linux:syslog | m365:unified | macos:MDM | macos:unifiedlog | networkdevice:syslog,Active Directory Object Access | Command Execution | Process Creation | User Account Metadata
T1202,Indirect Command Execution,No,Windows,DET0200,1,Windows,WinEventLog:Sysmon,File Creation | Network Connection Creation | Process Creation
T1203,Exploitation for Client Execution,No,Linux; Windows; macOS,DET0287,3,Linux; Windows; macOS,NSM:Connections | NetFlow:Flow | WinEventLog:Application | WinEventLog:Sysmon | auditd:SYSCALL | fs:fsevents | linux:syslog | macos:osquery | macos:unifiedlog,Application Log Content | File Access | File Creation | File Modification | Network Connection Creation | Network Traffic Flow | Process Creation
T1204,User Execution,No,Containers; IaaS; Linux; Windows; macOS,DET0478,5,Containers; IaaS; Linux; Windows; macOS,AWS:CloudTrail | NSM:Flow | WinEventLog:Application | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | docker:events | fs:fileevents | gcp:vpcflow | linux:syslog | macos:osquery | macos:unifiedlog,Application Log Content | Container Creation | Container Start | File Access | File Creation | File Modification | Instance Creation | Instance Start | Network Connection Creation | Network Traffic Content | Process Creation
T1204.001,Malicious Link,Yes,Linux; Windows; macOS,DET0066,3,Linux; Windows; macOS,NSM:Connections | NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | fs:fsevents | macos:unifiedlog,File Creation | Network Connection Creation | Network Traffic Content | Process Creation
T1204.002,Malicious File,Yes,Linux; Windows; macOS,DET0294,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | macos:endpointsecurity | macos:unifiedlog,File Creation | File Metadata | Process Creation
T1204.003,Malicious Image,Yes,Containers; IaaS,DET0248,2,Linux; Windows,AWS:CloudTrail | NSM:Flow | WinEventLog:Sysmon | auditd:SYSCALL | azure:activity | containerd:events | kubernetes:audit | kubernetes:events,Command Execution | Container Creation | Container Start | Image Creation | Instance Creation | Instance Start | Network Traffic Content | Process Creation
T1204.004,Malicious Copy and Paste,Yes,Linux; Windows; macOS,DET0340,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:osquery | macos:unifiedlog,Command Execution | File Creation | Network Connection Creation | Network Traffic Content | Process Creation
T1204.005,Malicious Library,Yes,Linux; Windows; macOS,DET0252,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Sysmon | auditd:PATH | auditd:SYSCALL | macos:unifiedlog,File Creation | File Metadata | Network Connection Creation | Network Traffic Content | Process Creation
T1205,Traffic Signaling,No,Linux; Network Devices; Windows; macOS,DET0524,4,Linux; Network Devices; Windows; macOS,NSM:Flow | WinEventLog:Microsoft-Windows-Windows Firewall With Advanced Security/Firewall | WinEventLog:PowerShell | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog | networkdevice:syslog,Command Execution | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1205.001,Port Knocking,Yes,Linux; Network Devices; Windows; macOS,DET0302,4,Linux; Network Devices; Windows; macOS,NSM:Flow | WinEventLog:Microsoft-Windows-Windows Firewall With Advanced Security/Firewall | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog | networkdevice:syslog,Network Connection Creation | Network Traffic Flow | Process Creation
T1205.002,Socket Filters,Yes,Linux; Windows; macOS,DET0162,3,Linux; Windows; macOS,NSM:Flow | OpenBSM:AuditTrail | WinEventLog:Sysmon | WinEventLog:System | auditd:SYSCALL | linux:osquery | macos:unifiedlog,Driver Load | Module Load | Network Connection Creation | Network Traffic Content | Process Creation | Service Creation
T1207,Rogue Domain Controller,No,Windows,DET0276,1,Windows,NSM:Flow | WinEventLog:Security | m365:dirsync,Active Directory Credential Request | Active Directory Object Access | Active Directory Object Creation | Active Directory Object Modification | Network Traffic Content
T1210,Exploitation of Remote Services,No,ESXi; Linux; Windows; macOS,DET0118,4,ESXi; Linux; Windows; macOS,NSM:Flow | WinEventLog:Sysmon | WinEventLog:System | auditd:SYSCALL | esxi:hostd | linux:syslog | macos:osquery | macos:unifiedlog,Application Log Content | File Creation | Module Load | Network Connection Creation | Network Traffic Content | Process Access | Process Creation
T1211,Exploitation for Stealth,No,IaaS; Linux; SaaS; Windows; macOS,DET0595,5,IaaS; Linux; SaaS; Windows; macOS,AWS:CloudTrail | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | m365:unified | macos:osquery | macos:unifiedlog,Application Log Content | Module Load | Process Creation
T1212,Exploitation for Credential Access,No,Identity Provider; Linux; Windows; macOS,DET0174,4,Identity Provider; Linux; Windows; macOS,NSM:Connections | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | azure:signinlogs | m365:unified | macos:osquery | macos:unifiedlog,Application Log Content | Process Access | Process Creation | User Account Authentication
T1213,Data from Information Repositories,No,IaaS; Linux; Office Suite; SaaS; Windows; macOS,DET0413,4,Linux; SaaS; Windows; macOS,WinEventLog:Security | auditd:SYSCALL | linux:Sysmon | m365:unified | macos:osquery | macos:unifiedlog | saas:confluence | saas:slack,Application Log Content | Cloud Service Modification | Cloud Storage Access | Command Execution | File Access | Network Connection Creation | Network Share Access | Process Creation
T1213.001,Confluence,Yes,SaaS,DET0358,1,SaaS,saas:confluence,Application Log Content | Logon Session Creation | Network Traffic Content
T1213.002,Sharepoint,Yes,Office Suite; Windows,DET0500,1,Windows,azure:signinlogs | m365:sharepoint | m365:unified,Application Log Content | Cloud Service Metadata | Logon Session Creation
T1213.003,Code Repositories,Yes,SaaS,DET0263,1,SaaS,saas:github,Application Log Content | Cloud Service Metadata | Logon Session Creation
T1213.004,Customer Relationship Management Software,Yes,SaaS,DET0550,1,SaaS,m365:signinlogs | saas:salesforce,Application Log Content | Logon Session Creation
T1213.005,Messaging Applications,Yes,Office Suite; SaaS,DET0567,2,Office Suite; SaaS,m365:signinlogs | m365:unified | saas:slack,Application Log Content | Logon Session Creation
T1213.006,Databases,Yes,IaaS; Linux; SaaS; Windows; macOS,DET0242,5,IaaS; Linux; SaaS; Windows; macOS,AWS:CloudTrail | AWS:VPCFlowLogs | NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:PATH | auditd:SYSCALL | m365:unified | macos:unifiedlog | saas:Snowflake,Application Log Content | Cloud Service Metadata | Cloud Storage Access | File Access | File Creation | Network Connection Creation | Network Traffic Content | Process Creation
T1216,System Script Proxy Execution,No,Windows,DET0466,1,Windows,WinEventLog:PowerShell | WinEventLog:Sysmon,Command Execution | File Creation | Module Load | Process Access | Process Creation
T1216.001,PubPrn,Yes,Windows,DET0528,1,Windows,WinEventLog:PowerShell | WinEventLog:Sysmon,Command Execution | Module Load | Network Connection Creation | Process Creation
T1216.002,SyncAppvPublishingServer,Yes,Windows,DET0440,1,Windows,WinEventLog:PowerShell | WinEventLog:Sysmon,Command Execution | Module Load | Process Access | Process Creation
T1217,Browser Information Discovery,No,Linux; Windows; macOS,DET0013,3,Linux; Windows; macOS,WinEventLog:PowerShell | WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | macos:osquery | macos:unifiedlog,Command Execution | File Access | File Creation | Process Creation
T1218,System Binary Proxy Execution,No,Linux; Windows; macOS,DET0081,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | macos:osquery | macos:unifiedlog,Module Load | Network Connection Creation | Process Creation
T1218.001,Compiled HTML File,Yes,Windows,DET0342,1,Windows,WinEventLog:Sysmon,File Creation | Module Load | Network Connection Creation | Process Creation
T1218.002,Control Panel,Yes,Windows,DET0194,1,Windows,WinEventLog:Sysmon,File Creation | Module Load | Process Creation | Windows Registry Key Creation
T1218.003,CMSTP,Yes,Windows,DET0328,1,Windows,WinEventLog:PowerShell | WinEventLog:Sysmon,Command Execution | File Creation | Network Connection Creation | Process Access | Process Creation | Windows Registry Key Creation | Windows Registry Key Modification
T1218.004,InstallUtil,Yes,Windows,DET0138,1,Windows,WinEventLog:PowerShell | WinEventLog:Sysmon,Command Execution | File Creation | Module Load | Process Creation
T1218.005,Mshta,Yes,Windows,DET0506,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,File Creation | Network Connection Creation | Process Creation
T1218.007,Msiexec,Yes,Windows,DET0158,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Module Load | Network Connection Creation | Process Creation
T1218.008,Odbcconf,Yes,Windows,DET0486,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Module Load | Network Connection Creation | Process Creation
T1218.009,Regsvcs/Regasm,Yes,Windows,DET0361,1,Windows,WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon,Command Execution | File Creation | Module Load | Network Connection Creation | Process Creation | Windows Registry Key Creation | Windows Registry Key Modification
T1218.010,Regsvr32,Yes,Windows,DET0282,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Module Load | Network Connection Creation | Process Creation
T1218.011,Rundll32,Yes,Windows,DET0475,1,Windows,WinEventLog:Sysmon,File Creation | Module Load | Network Connection Creation | Process Creation
T1218.012,Verclsid,Yes,Windows,DET0042,1,Windows,WinEventLog:Sysmon,Module Load | Network Connection Creation | Process Creation | Windows Registry Key Modification
T1218.013,Mavinject,Yes,Windows,DET0433,1,Windows,WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon,Command Execution | File Creation | Module Load | Network Connection Creation | Process Access | Process Creation
T1218.014,MMC,Yes,Windows,DET0222,1,Windows,WinEventLog:Microsoft-Windows-COM/Operational | WinEventLog:PowerShell | WinEventLog:Sysmon,Command Execution | File Creation | Module Load | Network Connection Creation | OS API Execution | Process Creation | Windows Registry Key Creation | Windows Registry Key Modification
T1218.015,Electron Applications,Yes,Linux; Windows; macOS,DET0025,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | macos:osquery | macos:unifiedlog,File Creation | Module Load | Network Connection Creation | Process Creation
T1219,Remote Access Tools,No,Linux; Windows; macOS,DET0496,3,Linux; Windows; macOS,WinEventLog:Sysmon | WinEventLog:System | auditd:PATH | auditd:SYSCALL | macos:osquery | macos:unifiedlog,File Creation | Network Connection Creation | Process Creation | Service Creation | Windows Registry Key Creation | Windows Registry Key Modification
T1219.001,IDE Tunneling,Yes,Linux; Windows; macOS,DET0133,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,File Creation | Network Connection Creation | Process Creation
T1219.002,Remote Desktop Software,Yes,Linux; Windows; macOS,DET0259,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Microsoft-Windows-Windows Firewall With Advanced Security/Firewall | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,File Creation | Firewall Rule Modification | Network Connection Creation | Process Creation
T1219.003,Remote Access Hardware,Yes,Linux; Windows; macOS,DET0159,3,Linux; Windows; macOS,WinEventLog:System | auditd:SYSCALL | macos:unifiedlog,Drive Creation
T1220,XSL Script Processing,No,Windows,DET0205,1,Windows,WinEventLog:Sysmon,Module Load | Process Creation
T1221,Template Injection,No,Windows,DET0566,1,Windows,WinEventLog:Sysmon,Network Connection Creation | Process Creation
T1222,File and Directory Permissions Modification,No,ESXi; Linux; Windows; macOS,DET0299,4,ESXi; Linux; Windows; macOS,WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon | auditd:PROCTITLE | auditd:SYSCALL | esxi:hostd | esxi:shell | esxi:vpxd | fs:fsevents | macos:unifiedlog,Active Directory Object Modification | Command Execution | File Creation | File Metadata | Process Creation
T1222.001,Windows Permissions,Yes,Windows,DET0418,1,Windows,WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:WMI,Active Directory Object Modification | Command Execution | File Creation | File Metadata | Process Creation | WMI Creation
T1222.002,Linux and Mac Permissions,Yes,Linux; macOS,DET0351,2,Linux; macOS,OpenBSM:AuditTrail | auditd:PROCTITLE | auditd:SYSCALL | fs:fsevents | linux:osquery | macos:unifiedlog,Command Execution | File Metadata | File Modification | Process Creation
T1480,Execution Guardrails,No,ESXi; Linux; Windows; macOS,DET0562,4,ESXi; Linux; Windows; macOS,WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:WMI | auditd:PROCTITLE | auditd:SYSCALL | esxi:hostd | esxi:shell | fs:fileevents | linux:syslog | macos:unifiedlog,Command Execution | File Access | File Creation | Logon Session Creation | Module Load | Network Connection Creation | Process Creation | Process Modification | User Account Authentication | WMI Creation | Windows Registry Key Modification
T1480.001,Environmental Keying,Yes,Linux; Windows; macOS,DET0474,3,Linux; Windows; macOS,WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:WMI | auditd:SYSCALL | fs:fsevents | linux:osquery | linux:syslog | macos:unifiedlog,Command Execution | File Access | Logon Session Creation | Module Load | Network Connection Creation | Process Access | Process Creation | WMI Creation
